Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Ichiro,Whippet,POINT (-71.1091 42.3765),42.37650,-71.10910,Mid-Cambridge
Juniper,Australian Shepherd - Miniature,POINT (-71.0863 42.3713),42.37130,-71.08630,East Cambridge
Sophie,Pomsky,POINT (-71.1187 42.3879),42.38790,-71.11870,North Cambridge
Duncan,Lab Mix,POINT (-71.0821 42.3667),42.36670,-71.08210,East Cambridge
Cato,Poodle (Standard),POINT (-71.112 42.3575),42.35750,-71.11200,Cambridgeport
Kiwi,Mixed Breed,POINT (-71.1284 42.3938),42.39380,-71.12840,North Cambridge
MOXIE,Shih Tzu X,POINT (-71.1397 42.3852),42.38520,-71.13970,West Cambridge
Epona,Newfoundland,POINT (-71.1504 42.3996),42.39960,-71.15040,North Cambridge
Cody,Mixed Breed,POINT (-71.1307 42.3983),42.39830,-71.13070,North Cambridge
Django,Australian Cattle Dog,POINT (-71.1405 42.3811),42.38110,-71.14050,West Cambridge
Astro Kozberg,Maltese,POINT (-71.1028 42.359),42.35900,-71.10280,Cambridgeport
Reesie,Mixed Breed,POINT (-71.117 42.3755),42.37550,-71.11700,Mid-Cambridge
Tylie,Mixed Breed,POINT (-71.1275 42.3782),42.37820,-71.12750,West Cambridge
Ivy Wade,Samoyed,POINT (-71.1364 42.3838),42.38380,-71.13640,Neighborhood Nine
Cari,American Pit Bull Terrier,POINT (-71.131 42.3952),42.39520,-71.13100,North Cambridge
Jack,Mixed Breed,POINT (-71.0961 42.3684),42.36840,-71.09610,The Port
Lucy,Silky Terrier,POINT (-71.1243 42.3869),42.38690,-71.12430,Neighborhood Nine
Vince,Mixed Breed,POINT (-71.0846 42.3597),42.35970,-71.08460,Area 2/MIT
Buster Bluth,Mixed Breed,POINT (-71.1081 42.3644),42.36440,-71.10810,Cambridgeport
Yoda,Mixed Breed,POINT (-71.1236 42.3929),42.39290,-71.12360,North Cambridge
Gizmo,Pembroke Welsh Corgi,POINT (-71.0994 42.3598),42.35980,-71.09940,Cambridgeport
Walker,Mixed Breed,POINT (-71.1035 42.3671),42.36710,-71.10350,Mid-Cambridge
Candy,Beagle,POINT (-71.1273 42.3923),42.39230,-71.12730,North Cambridge
Oliver,Mixed Breed,POINT (-71.11 42.3729),42.37290,-71.11000,Mid-Cambridge
BooBoo,Pug,POINT (-71.1406 42.3745),42.37450,-71.14060,West Cambridge
Bowie,VIZSLA,POINT (-71.131 42.3982),42.39820,-71.13100,North Cambridge
Wiley,Goldendoodle,POINT (-71.1357 42.3742),42.37420,-71.13570,West Cambridge
Otis,Mixed Breed,POINT (-71.1152 42.3857),42.38570,-71.11520,Baldwin
Frank,Dachshund,POINT (-71.1057 42.3702),42.37020,-71.10570,Mid-Cambridge
Carla,Maltese Mix,POINT (-71.1533 42.3737),42.37370,-71.15330,Strawberry Hill
Ellie York,Cockapoo,POINT (-71.1386 42.3765),42.37650,-71.13860,West Cambridge
MANU,Springer Spaniel,POINT (-71.1336 42.3864),42.38640,-71.13360,Neighborhood Nine
Zoey,Goldendoodle,POINT (-71.1072 42.3724),42.37240,-71.10720,Mid-Cambridge
Phoebe,Havanese Cuban,POINT (-71.1388 42.3817),42.38170,-71.13880,West Cambridge
Tiger,Chihuahua,POINT (-71.0865 42.362),42.36200,-71.08650,Area 2/MIT
Fletcher,Chesapeake Bay Retriever,POINT (-71.1082 42.365),42.36500,-71.10820,Riverside
Charlie,LABRADOR RETRIEVER,POINT (-71.1246 42.3858),42.38580,-71.12460,Neighborhood Nine
KIKI,Poodle,POINT (-71.1123 42.3669),42.36690,-71.11230,Riverside
POPPER,Havanese,POINT (-71.1165 42.3819),42.38190,-71.11650,Baldwin
Sebastain,Maltese,POINT (-71.1213 42.3841),42.38410,-71.12130,Neighborhood Nine
Sunny,Chihuahua,POINT (-71.0825 42.3701),42.37010,-71.08250,East Cambridge
Moses,POODLE,POINT (-71.1269 42.3844),42.38440,-71.12690,Neighborhood Nine
Russell,Labradoodle,POINT (-71.1086 42.366),42.36600,-71.10860,Riverside
Pokie,Dachshund,POINT (-71.0801 42.3706),42.37060,-71.08010,East Cambridge
Bori,Mixed Breed,POINT (-71.1146 42.3768),42.37680,-71.11460,Baldwin
Majestx Strauss,Labrador Retriever,POINT (-71.1346 42.3754),42.37540,-71.13460,West Cambridge
Bana,Shiba Inu,POINT (-71.1432 42.3928),42.39280,-71.14320,North Cambridge
Tulla,Mixed Breed,POINT (-71.1446 42.3958),42.39580,-71.14460,North Cambridge
Lucy,Standard Poodle,POINT (-71.0768 42.3744),42.37440,-71.07680,East Cambridge
Pichu,Maltese,POINT (-71.1475 42.3971),42.39710,-71.14750,North Cambridge
Bartleby Bowditch,Rhodesian Ridgeback,POINT (-71.1271 42.3875),42.38750,-71.12710,Neighborhood Nine
Lolly,terrier,POINT (-71.1014 42.3739),42.37390,-71.10140,Mid-Cambridge
Maximus,Golden Retreiver,POINT (-71.1372 42.3925),42.39250,-71.13720,North Cambridge
BAILEY,BOSTON TERRIER,POINT (-71.1061 42.3616),42.36160,-71.10610,Cambridgeport
Milo,MINIATURE SCHNAUZER,POINT (-71.1169 42.3857),42.38570,-71.11690,Baldwin
Bodie,Portuguese Water Dog,POINT (-71.1481 42.3969),42.39690,-71.14810,North Cambridge
Casper,Mixed Breed,POINT (-71.1242 42.3798),42.37980,-71.12420,Neighborhood Nine
CLOVER,Border Collie Mix,POINT (-71.1081 42.3591),42.35910,-71.10810,Cambridgeport
Lefty,Australian Shepherd,POINT (-71.1216 42.3767),42.37670,-71.12160,Neighborhood Nine
Charley,Mixed Breed,POINT (-71.1169 42.3844),42.38440,-71.11690,Baldwin
ELLA,MINIATURE  POODLE,POINT (-71.1047 42.3739),42.37390,-71.10470,Mid-Cambridge
Bingo,Tibetan Terrier,POINT (-71.1231 42.382),42.38200,-71.12310,Neighborhood Nine
Jake,Mixed Breed,POINT (-71.1044 42.3691),42.36910,-71.10440,Mid-Cambridge
Aya,German Shepherd Dog,POINT (-71.1167 42.3858),42.38580,-71.11670,Baldwin
Lego,Mixed Breed,POINT (-71.1383 42.3802),42.38020,-71.13830,West Cambridge
MICKEY,Yorksire Terrier,POINT (-71.0827 42.3697),42.36970,-71.08270,East Cambridge
Chilaquil,Mixed Breed,POINT (-71.1336 42.3968),42.39680,-71.13360,North Cambridge
Frita,French Bulldog,POINT (-71.1358 42.3845),42.38450,-71.13580,Neighborhood Nine
Riley,Mixed Breed,POINT (-71.1341 42.374),42.37400,-71.13410,West Cambridge
Mochi,Labradoodle,POINT (-71.1059 42.3721),42.37210,-71.10590,Mid-Cambridge
Mia,Mixed Breed,POINT (-71.0975 42.3686),42.36860,-71.09750,The Port
Maya,Mixed Breed,POINT (-71.1439 42.3811),42.38110,-71.14390,West Cambridge
Arya,Mutt,POINT (-71.1071 42.3642),42.36420,-71.10710,Cambridgeport
Isaac,Australian Cattle Dog,POINT (-71.1068 42.3644),42.36440,-71.10680,Cambridgeport
Finley,Mixed,POINT (-71.1117 42.3604),42.36040,-71.11170,Cambridgeport
Murray,Mixed Breed,POINT (-71.1049 42.3609),42.36090,-71.10490,Cambridgeport
MELLON,LABRADOR RETREIVER,POINT (-71.0838 42.3712),42.37120,-71.08380,East Cambridge
Stella,Goldendoodle,POINT (-71.0834 42.367),42.36700,-71.08340,East Cambridge
Milo,POODLE MIX,POINT (-71.1354 42.3808),42.38080,-71.13540,West Cambridge
Maizey,Mixed Breed,POINT (-71.1306 42.3861),42.38610,-71.13060,Neighborhood Nine
Tip,Mixed Breed,POINT (-71.1145 42.3685),42.36850,-71.11450,Riverside
Birdie,Boston Terrier,POINT (-71.1414 42.3783),42.37830,-71.14140,West Cambridge
Mateo,Mixed Breed,POINT (-71.1105 42.3685),42.36850,-71.11050,Mid-Cambridge
Charlie,Golden Retreiver,POINT (-71.1031 42.3665),42.36650,-71.10310,Mid-Cambridge
Skye,Golden Retriever,POINT (-71.1251 42.3938),42.39380,-71.12510,North Cambridge
Athena,Australian Cattle,POINT (-71.1219 42.3906),42.39060,-71.12190,Neighborhood Nine
Max,Poodle,POINT (-71.116 42.3858),42.38580,-71.11600,Baldwin
Tobermory,Pomeranian,POINT (-71.1335 42.3816),42.38160,-71.13350,West Cambridge
Priya,Mixed Breed,POINT (-71.1337 42.3883),42.38830,-71.13370,Neighborhood Nine
Beethoven,Mixed Breed,POINT (-71.1074 42.3686),42.36860,-71.10740,Mid-Cambridge
Remy,Australian Cattle Dog,POINT (-71.0764 42.3719),42.37190,-71.07640,East Cambridge
legion,Golden Retriever,POINT (-71.1381 42.3813),42.38130,-71.13810,West Cambridge
Maple Syrup,Mixed Breed,POINT (-71.1318 42.3777),42.37770,-71.13180,West Cambridge
Reuben,Goldendoodle,POINT (-71.1256 42.3799),42.37990,-71.12560,West Cambridge
Frosty,Bichon Frise,POINT (-71.1555 42.3825),42.38250,-71.15550,Strawberry Hill
FINN,French Bulldog,POINT (-71.0857 42.3692),42.36920,-71.08570,East Cambridge
Pepper,Labrador Retriever,POINT (-71.1253 42.3825),42.38250,-71.12530,Neighborhood Nine
Deacon,German Shepherd Dog,POINT (-71.106 42.3557),42.35570,-71.10600,Cambridgeport
Barli,Mixed Breed,POINT (-71.1183 42.3885),42.38850,-71.11830,Baldwin
Cosmo,LABRADOR RETRIEVER,POINT (-71.1224 42.3822),42.38220,-71.12240,Neighborhood Nine
Martha Washington,Mixed Breed,POINT (-71.1063 42.3548),42.35480,-71.10630,Cambridgeport
Ellie Wolfe,Mixed Breed,POINT (-71.1231 42.3904),42.39040,-71.12310,North Cambridge
Disco,Mixed Breed,POINT (-71.1048 42.371),42.37100,-71.10480,Mid-Cambridge
Clementine,Golden - Doodle,POINT (-71.1448 42.3734),42.37340,-71.14480,West Cambridge
Maisy,Cockapoo,POINT (-71.1422 42.3824),42.38240,-71.14220,West Cambridge
Darwin,Brittany,POINT (-71.1176 42.3764),42.37640,-71.11760,Baldwin
Pippin,Australian Shepherd,POINT (-71.0987 42.3649),42.36490,-71.09870,The Port
Momo,Cockapoo,POINT (-71.1221 42.3821),42.38210,-71.12210,Neighborhood Nine
Rosie,Mixed Breed,POINT (-71.1251 42.3892),42.38920,-71.12510,North Cambridge
Lily,Brittany Spaniel,POINT (-71.1233 42.3842),42.38420,-71.12330,Neighborhood Nine
Taz,Mixed Breed,POINT (-71.1089 42.362),42.36200,-71.10890,Cambridgeport
Grady,Mixed Breed,POINT (-71.1256 42.3933),42.39330,-71.12560,North Cambridge
Deacon,Border Collie,POINT (-71.1088 42.362),42.36200,-71.10880,Cambridgeport
Wood-ear,Weimaraner,POINT (-71.1056 42.3627),42.36270,-71.10560,Cambridgeport
Bo,Mixed Breed,POINT (-71.08 42.3709),42.37090,-71.08000,East Cambridge
SOFI,Shih Tzu,POINT (-71.0882 42.3675),42.36750,-71.08820,Wellington-Harrington
Penny,Lab Mix,POINT (-71.1287 42.3969),42.39690,-71.12870,North Cambridge
Kola,Brittany Spaniel,POINT (-71.1118 42.3646),42.36460,-71.11180,Riverside
Kiki (Kieta),Collie,POINT (-71.1135 42.3799),42.37990,-71.11350,Baldwin
Bagel,Labradoodle,POINT (-71.0995 42.3594),42.35940,-71.09950,Cambridgeport
Nuno,German Shepherd Dog,POINT (-71.0996 42.3629),42.36290,-71.09960,The Port
Tuckerman,Mixed Breed,POINT (-71.1268 42.3906),42.39060,-71.12680,Neighborhood Nine
Stella Sculley,Border Collie Mix,POINT (-71.1221 42.3859),42.38590,-71.12210,Neighborhood Nine
Larry,Goldendoodle,POINT (-71.1032 42.367),42.36700,-71.10320,Cambridgeport
Milo,Mixed Breed,POINT (-71.1174 42.3846),42.38460,-71.11740,Baldwin
Gobble,Mixed Breed,POINT (-71.1266 42.3903),42.39030,-71.12660,Neighborhood Nine
Aoibhe,German Shepherd Dog,POINT (-71.1012 42.3701),42.37010,-71.10120,Mid-Cambridge
Midas,Golden Retriever,POINT (-71.1273 42.3791),42.37910,-71.12730,Neighborhood Nine
Kidja,Mixed Breed,POINT (-71.0793 42.3715),42.37150,-71.07930,East Cambridge
Shelby,Polish Lowland Sheepdog,POINT (-71.1247 42.3756),42.37560,-71.12470,West Cambridge
Pirogi,Labrador Retriever,POINT (-71.1041 42.3697),42.36970,-71.10410,Mid-Cambridge
Judy,Soft Coated Wheaten Terrier,POINT (-71.1122 42.3576),42.35760,-71.11220,Cambridgeport
Luna,Mixed Breed,POINT (-71.1472 42.397),42.39700,-71.14720,North Cambridge
Jet,Cocker Spaniel,POINT (-71.145 42.3917),42.39170,-71.14500,Cambridge Highlands
Faye,Australian Shepherd,POINT (-71.1377 42.3955),42.39550,-71.13770,North Cambridge
Moz Warring,Mixed Breed,POINT (-71.1084 42.3788),42.37880,-71.10840,Mid-Cambridge
Gryffin,Goldendoodle,POINT (-71.0804 42.3673),42.36730,-71.08040,East Cambridge
Maple,Golden Retriever,POINT (-71.1304 42.3848),42.38480,-71.13040,Neighborhood Nine
luna,Australian Shepherd,POINT (-71.0891 42.3698),42.36980,-71.08910,Wellington-Harrington
Harold,Mixed Breed,POINT (-71.1047 42.3714),42.37140,-71.10470,Mid-Cambridge
Bessie,mixed,POINT (-71.1418 42.3769),42.37690,-71.14180,West Cambridge
Cisco,Labradoodle,POINT (-71.1494 42.3793),42.37930,-71.14940,Strawberry Hill
Mocha,American Pit Bull Terrier,POINT (-71.1092 42.3548),42.35480,-71.10920,Cambridgeport
SONNY,TERRIER X,POINT (-71.086 42.3714),42.37140,-71.08600,East Cambridge
Chuck,Golden Retriever,POINT (-71.1212 42.3866),42.38660,-71.12120,Neighborhood Nine
Mitzie,Austrailian Labradoodle,POINT (-71.1356 42.3994),42.39940,-71.13560,North Cambridge
Bergeron,Mixed Breed,POINT (-71.0759 42.3724),42.37240,-71.07590,East Cambridge
Hillary,Mixed Breed,POINT (-71.1072 42.3585),42.35850,-71.10720,Cambridgeport
Poppy Klein,Bernese Mountain Dog,POINT (-71.1324 42.3845),42.38450,-71.13240,Neighborhood Nine
Bagel,Mixed Breed,POINT (-71.1237 42.3937),42.39370,-71.12370,North Cambridge
Freedia,Mixed Breed,POINT (-71.1085 42.3679),42.36790,-71.10850,Riverside
Levi,Golden Retriever,POINT (-71.0951 42.3722),42.37220,-71.09510,Wellington-Harrington
Rosie Green,Mixed Breed,POINT (-71.0793 42.3723),42.37230,-71.07930,East Cambridge
Kiva,Cockapoo,POINT (-71.1048 42.3555),42.35550,-71.10480,Cambridgeport
Cynthia,Mixed Breed,POINT (-71.1417 42.3884),42.38840,-71.14170,Neighborhood Nine
Calhoun,"Golden Retr, English Crème",POINT (-71.1437 42.3879),42.38790,-71.14370,Cambridge Highlands
Palena,Mixed Breed,POINT (-71.0794 42.3702),42.37020,-71.07940,East Cambridge
Bear,Labrador Retriever,POINT (-71.1457 42.39),42.39000,-71.14570,Cambridge Highlands
GomDori,Mixed Breed,POINT (-71.1065 42.3647),42.36470,-71.10650,Riverside
Ashoka,Treeing Walker Coonhound,POINT (-71.1475 42.3772),42.37720,-71.14750,Strawberry Hill
Einstein,Bernedoodle,POINT (-71.1223 42.3795),42.37950,-71.12230,Neighborhood Nine
COCO,Mixed Breed,POINT (-71.1288 42.3754),42.37540,-71.12880,West Cambridge
ROSIE,Boxer,POINT (-71.1096 42.3623),42.36230,-71.10960,Cambridgeport
Luna,Spanish Water Dog,POINT (-71.1521 42.3769),42.37690,-71.15210,Strawberry Hill
Lewis,Mixed Breed,POINT (-71.1443 42.3816),42.38160,-71.14430,West Cambridge
Misty,Dachschund Mix,POINT (-71.1232 42.3812),42.38120,-71.12320,Neighborhood Nine
Ginger Arya Kelly,Lagotto Romagnolo,POINT (-71.1521 42.4003),42.40030,-71.15210,North Cambridge
Lola,PITBULL,POINT (-71.1358 42.3862),42.38620,-71.13580,West Cambridge
GRACE,MINIATURE  POODLE,POINT (-71.1288 42.3863),42.38630,-71.12880,Neighborhood Nine
Millie,Puggle,POINT (-71.1465 42.3941),42.39410,-71.14650,Cambridge Highlands
Maddie,West Highland White Terrier,POINT (-71.1252 42.3855),42.38550,-71.12520,Neighborhood Nine
Finlay (fka Mack Daddy),Mixed Breed,POINT (-71.0834 42.3709),42.37090,-71.08340,East Cambridge
Niska,Mixed Breed,POINT (-71.1112 42.3585),42.35850,-71.11120,Cambridgeport
Cusi,English cocker spaniel,POINT (-71.1082 42.3742),42.37420,-71.10820,Mid-Cambridge
Beckett,Mixed Breed,POINT (-71.1054 42.3719),42.37190,-71.10540,Mid-Cambridge
Archie,Rat Terr,POINT (-71.1102 42.3598),42.35980,-71.11020,Cambridgeport
Drogo,Boerboel,POINT (-71.1486 42.4016),42.40160,-71.14860,North Cambridge
Lulu,Labrador Retriever,POINT (-71.1337 42.3779),42.37790,-71.13370,West Cambridge
MILO,BEAGLE,POINT (-71.1082 42.3757),42.37570,-71.10820,Mid-Cambridge
Lilly,Tibetan Terrier,POINT (-71.122 42.3816),42.38160,-71.12200,Neighborhood Nine
Pippin,Mixed Breed,POINT (-71.0941 42.3738),42.37380,-71.09410,Wellington-Harrington
Murphy Gutierrez,Mixed Breed,POINT (-71.0888 42.3704),42.37040,-71.08880,East Cambridge
Keagan,Mixed Breed,POINT (-71.147 42.393),42.39300,-71.14700,North Cambridge
Marietta,Mixed Breed,POINT (-71.1434 42.3934),42.39340,-71.14340,North Cambridge
Ollie,Mixed Breed,POINT (-71.121 42.3786),42.37860,-71.12100,Neighborhood Nine
PHOEBE,Pug,POINT (-71.1252 42.3892),42.38920,-71.12520,Neighborhood Nine
Lucy,Mixed Breed,POINT (-71.1015 42.3677),42.36770,-71.10150,Mid-Cambridge
Puck,Mixed Breed,POINT (-71.1356 42.3977),42.39770,-71.13560,North Cambridge
ADELAIDE,Labradoddle,POINT (-71.1319 42.377),42.37700,-71.13190,West Cambridge
max,Labrador Retriever,POINT (-71.1132 42.3856),42.38560,-71.11320,Baldwin
OLLIE,Mixed Breed,POINT (-71.1079 42.3674),42.36740,-71.10790,Riverside
Pom,German Shorthaired Pointer,POINT (-71.1545 42.3766),42.37660,-71.15450,Strawberry Hill
Blaze,Mixed Breed,POINT (-71.1111 42.3611),42.36110,-71.11110,Cambridgeport
Cali,Mixed Breed,POINT (-71.1023 42.3591),42.35910,-71.10230,Cambridgeport
Colby,Mixed Breed,POINT (-71.1403 42.381),42.38100,-71.14030,West Cambridge
Nini,Lab  Mix,POINT (-71.1274 42.3945),42.39450,-71.12740,North Cambridge
Niu-Niu,Chow Chow,POINT (-71.1401 42.3776),42.37760,-71.14010,West Cambridge
Clau,Terrier  Mix,POINT (-71.1288 42.3796),42.37960,-71.12880,West Cambridge
Tycho,Poodle,POINT (-71.1048 42.357),42.35700,-71.10480,Cambridgeport
Scout,Mixed Breed,POINT (-71.0965 42.3728),42.37280,-71.09650,Wellington-Harrington
Sibley,LABRADOODLE,POINT (-71.1284 42.3848),42.38480,-71.12840,Neighborhood Nine
Ziggy,Labradoodle,POINT (-71.1428 42.3807),42.38070,-71.14280,West Cambridge
LYRA,English Pointer,POINT (-71.1276 42.3816),42.38160,-71.12760,Neighborhood Nine
Len,Chihuahua,POINT (-71.0842 42.3727),42.37270,-71.08420,East Cambridge
Skipper,Labradoodle,POINT (-71.1118 42.3588),42.35880,-71.11180,Cambridgeport
Lulu,Australian Labadoodle,POINT (-71.0983 42.3698),42.36980,-71.09830,The Port
Pupae,Poodle,POINT (-71.1012 42.3695),42.36950,-71.10120,Mid-Cambridge
Maggie,Jack Russell Terrier,POINT (-71.085 42.3742),42.37420,-71.08500,East Cambridge
Copper,Beagle  Mix,POINT (-71.1409 42.3816),42.38160,-71.14090,West Cambridge
Pretzel,Cairn Terrier,POINT (-71.1322 42.3826),42.38260,-71.13220,Neighborhood Nine
Phineas Finn,West Highland White Terrier,POINT (-71.1259 42.3786),42.37860,-71.12590,Neighborhood Nine
Molly,Mixed Breed,POINT (-71.1443 42.3878),42.38780,-71.14430,Cambridge Highlands
Charlie,Goldendoodle,POINT (-71.073 42.3709),42.37090,-71.07300,East Cambridge
Mina,Labrador Retriever Mix,POINT (-71.1301 42.3884),42.38840,-71.13010,Neighborhood Nine
Zena,Mixed Breed,POINT (-71.1271 42.392),42.39200,-71.12710,North Cambridge
Nala Aguilar,Mixed Breed,POINT (-71.1497 42.3767),42.37670,-71.14970,Strawberry Hill
Spot,Mixed Breed,POINT (-71.1127 42.3607),42.36070,-71.11270,Cambridgeport
Zoe,Jack Russell Terrier,POINT (-71.1269 42.3916),42.39160,-71.12690,North Cambridge
Nelly,Mixed Breed,POINT (-71.1226 42.3881),42.38810,-71.12260,North Cambridge
Artemis,Pembroke Welsh Corgi,POINT (-71.0975 42.3715),42.37150,-71.09750,Wellington-Harrington
Diesel,Pembroke Welsh Corgi,POINT (-71.1346 42.3994),42.39940,-71.13460,North Cambridge
Trotter,Miniature Schnauzer,POINT (-71.1113 42.3693),42.36930,-71.11130,Mid-Cambridge
Willow,Jack Russell Terrier,POINT (-71.1406 42.3739),42.37390,-71.14060,West Cambridge
Eik,Kooikerhondje,POINT (-71.1229 42.3784),42.37840,-71.12290,Neighborhood Nine
Totoro,Mixed Breed,POINT (-71.0976 42.3717),42.37170,-71.09760,The Port
Penny,Golden Retriever,POINT (-71.1391 42.3761),42.37610,-71.13910,West Cambridge
Watson Qbit,West Highland White Terrier,POINT (-71.1377 42.3808),42.38080,-71.13770,West Cambridge
Tanner,Ital Greyhound,POINT (-71.1321 42.3748),42.37480,-71.13210,West Cambridge
Yoshi,Goldendoodle,POINT (-71.0892 42.3639),42.36390,-71.08920,Area 2/MIT
Razzie,Mixed Breed,POINT (-71.1054 42.3627),42.36270,-71.10540,Cambridgeport
Amity,Portuguese Water Dog,POINT (-71.1251 42.3899),42.38990,-71.12510,North Cambridge
MAISY,Labradoddle,POINT (-71.1324 42.3935),42.39350,-71.13240,North Cambridge
Lucy,Shepherd Mix,POINT (-71.116 42.3805),42.38050,-71.11600,Baldwin
Chloe,Mixed Breed,POINT (-71.1245 42.3891),42.38910,-71.12450,Neighborhood Nine
Simcoe,Mixed Breed,POINT (-71.1127 42.3597),42.35970,-71.11270,Cambridgeport
Violet,Mixed Breed,POINT (-71.1141 42.3812),42.38120,-71.11410,Baldwin
CODY,Yorksire Terrier,POINT (-71.0852 42.3675),42.36750,-71.08520,East Cambridge
Chia,Mixed Breed,POINT (-71.1025 42.3705),42.37050,-71.10250,Mid-Cambridge
Josephine,Mixed Breed,POINT (-71.1257 42.3926),42.39260,-71.12570,North Cambridge
Bean,Goldendoodle,POINT (-71.1015 42.3622),42.36220,-71.10150,The Port
Peaches,Mixed Breed,POINT (-71.1085 42.3574),42.35740,-71.10850,Cambridgeport
Dezi,Havanese,POINT (-71.1505 42.3801),42.38010,-71.15050,Strawberry Hill
Aquaman,Mixed Breed,POINT (-71.0754 42.3677),42.36770,-71.07540,East Cambridge
Beans,Pembroke Welsh Corgi,POINT (-71.1109 42.3643),42.36430,-71.11090,Cambridgeport
Tika,Mixed Breed,POINT (-71.1101 42.3736),42.37360,-71.11010,Mid-Cambridge
MILO,Chihuahua X,POINT (-71.0824 42.3704),42.37040,-71.08240,East Cambridge
Meeko,Cockapoo,POINT (-71.1087 42.3632),42.36320,-71.10870,Riverside
RUSTY,Long Hair Dachshund,POINT (-71.1453 42.3893),42.38930,-71.14530,Cambridge Highlands
Jackie Waginson,Mixed Breed,POINT (-71.1051 42.3739),42.37390,-71.10510,Mid-Cambridge
Riley,Golden Retriever,POINT (-71.1365 42.3789),42.37890,-71.13650,West Cambridge
Taro,Jack Russell Terrier,POINT (-71.099 42.3725),42.37250,-71.09900,The Port
Astra,Samoyed,POINT (-71.1329 42.3995),42.39950,-71.13290,North Cambridge
Cody,Mixed Breed,POINT (-71.1299 42.3999),42.39990,-71.12990,North Cambridge
Ellie,Mixed Breed,POINT (-71.1079 42.3666),42.36660,-71.10790,Mid-Cambridge
Tucker,Australian Shepherd,POINT (-71.095 42.3715),42.37150,-71.09500,Wellington-Harrington
Buzzy,Boston Terrier,POINT (-71.0736 42.3711),42.37110,-71.07360,East Cambridge
Oliver Morris,Dachshund,POINT (-71.1149 42.3857),42.38570,-71.11490,Baldwin
ZIGGY,MINIATURE  POODLE,POINT (-71.1435 42.3791),42.37910,-71.14350,West Cambridge
Madison,Mixed Breed,POINT (-71.138 42.3738),42.37380,-71.13800,West Cambridge
Stella Bella Cohen Nakai,Mixed Breed,POINT (-71.083 42.3718),42.37180,-71.08300,East Cambridge
Ty,LONG HAIR CHIHUAHUA,POINT (-71.1206 42.3855),42.38550,-71.12060,Neighborhood Nine
Landry,Mixed Breed,POINT (-71.0945 42.3704),42.37040,-71.09450,Wellington-Harrington
Geeta,Lab Mix,POINT (-71.1335 42.3986),42.39860,-71.13350,North Cambridge
MAYA,SHELTIE,POINT (-71.0845 42.3702),42.37020,-71.08450,East Cambridge
Popcorn,Mixed Breed,POINT (-71.0828 42.3629),42.36290,-71.08280,East Cambridge
Zane,Cattle Dog Mix,POINT (-71.1364 42.4004),42.40040,-71.13640,North Cambridge
Chloe,shetlandsheepdog,POINT (-71.1216 42.3791),42.37910,-71.12160,Neighborhood Nine
Mini,Mixed Breed,POINT (-71.1355 42.3816),42.38160,-71.13550,West Cambridge
Savannah,English Setter,POINT (-71.1329 42.381),42.38100,-71.13290,West Cambridge
Cookie,Beagle,POINT (-71.1308 42.4009),42.40090,-71.13080,North Cambridge
Dino,Miniature Schnauzer,POINT (-71.121 42.3862),42.38620,-71.12100,Neighborhood Nine
BENJY,English Shepherd,POINT (-71.1125 42.3809),42.38090,-71.11250,Baldwin
Otis Colon,Labrador Retriever,POINT (-71.132 42.3916),42.39160,-71.13200,North Cambridge
Lincoln,Terrier Mix,POINT (-71.1007 42.3743),42.37430,-71.10070,Mid-Cambridge
Maya Emilia Pereira,Border Collie,POINT (-71.1201 42.3711),42.37110,-71.12010,Riverside
Gulliver,Labrador Retriever,POINT (-71.1129 42.3703),42.37030,-71.11290,Riverside
Puddles,Labrador Retriever  Mix,POINT (-71.0918 42.3699),42.36990,-71.09180,Wellington-Harrington
Moose,Mixed Breed,POINT (-71.12 42.3782),42.37820,-71.12000,Neighborhood Nine
Atticus,Mixed Breed,POINT (-71.0782 42.3675),42.36750,-71.07820,East Cambridge
Ziggy,Labradoodle,POINT (-71.1366 42.3851),42.38510,-71.13660,West Cambridge
Penny,Border Collie,POINT (-71.1262 42.3876),42.38760,-71.12620,Neighborhood Nine
Hachi,Cockapoo,POINT (-71.1314 42.3952),42.39520,-71.13140,North Cambridge
Pulga,Unknown,POINT (-71.1335 42.3941),42.39410,-71.13350,North Cambridge
Lia,Mixed Breed,POINT (-71.0834 42.3661),42.36610,-71.08340,East Cambridge
Elliot,American Staffordshire Terrier,POINT (-71.0927 42.372),42.37200,-71.09270,Wellington-Harrington
PIPPIN,PAPILLON,POINT (-71.1027 42.362),42.36200,-71.10270,Cambridgeport
Marcus,Welsh Springer Spaniel,POINT (-71.1325 42.3763),42.37630,-71.13250,West Cambridge
Leo,Goldendoodle,POINT (-71.1116 42.3794),42.37940,-71.11160,Baldwin
Deku,Mixed Breed,POINT (-71.1444 42.3912),42.39120,-71.14440,Cambridge Highlands
Hamilton,Golden Retriever,POINT (-71.1223 42.3859),42.38590,-71.12230,Neighborhood Nine
Josephine,Mixed Breed,POINT (-71.1343 42.3827),42.38270,-71.13430,West Cambridge
Willy,Labrador Retriever,POINT (-71.0957 42.3692),42.36920,-71.09570,The Port
Presley,Mixed Breed,POINT (-71.1119 42.3655),42.36550,-71.11190,Riverside
Stella,Goldendoodle,POINT (-71.1128 42.3597),42.35970,-71.11280,Cambridgeport
Lou,Mixed Breed,POINT (-71.121 42.3816),42.38160,-71.12100,Neighborhood Nine
