Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Sophie,Pembroke Welsh Corgi,POINT (-71.0989 42.367),42.36700,-71.09890,The Port
Luke,Mixed Breed,POINT (-71.1092 42.3609),42.36090,-71.10920,Cambridgeport
Peanuckle,Mixed Breed,POINT (-71.1286 42.3921),42.39210,-71.12860,North Cambridge
Digby,Lab Retriever Mix,POINT (-71.1125 42.3605),42.36050,-71.11250,Cambridgeport
Rosie,Mixed Breed,POINT (-71.139 42.3781),42.37810,-71.13900,West Cambridge
Sophie,Golden Retriever,POINT (-71.109 42.362),42.36200,-71.10900,Cambridgeport
Millie,Miniature Australian Shepherd,POINT (-71.1459 42.3778),42.37780,-71.14590,West Cambridge
Magnolia,cockapoo,POINT (-71.1033 42.3758),42.37580,-71.10330,Mid-Cambridge
Boo,English Cocker Spaniel,POINT (-71.1128 42.3816),42.38160,-71.11280,Baldwin
Frankie,Labrador Retriever Mix,POINT (-71.1051 42.3688),42.36880,-71.10510,Mid-Cambridge
Mojo,Shih Tzu,POINT (-71.1365 42.3823),42.38230,-71.13650,West Cambridge
Cora,Mixed Breed,POINT (-71.1231 42.3743),42.37430,-71.12310,West Cambridge
Dahlia,Mixed Breed,POINT (-71.1496 42.3737),42.37370,-71.14960,Strawberry Hill
GRACIE,Labrador Retriever X,POINT (-71.1005 42.3756),42.37560,-71.10050,Mid-Cambridge
Sparky,Mixed Breed,POINT (-71.0809 42.3737),42.37370,-71.08090,East Cambridge
Teagan,Mixed Breed,POINT (-71.1165 42.3822),42.38220,-71.11650,Baldwin
Lulu,Labrador Retriever,POINT (-71.123 42.3929),42.39290,-71.12300,North Cambridge
Hadley,Labrador Retriever Mix,POINT (-71.1169 42.3848),42.38480,-71.11690,Baldwin
Bijou,Border Terrier,POINT (-71.1279 42.3901),42.39010,-71.12790,North Cambridge
Dakota,Mixed Breed,POINT (-71.1318 42.3978),42.39780,-71.13180,North Cambridge
Gordon,Schnoodle,POINT (-71.107 42.3785),42.37850,-71.10700,Mid-Cambridge
Hugo,Dachshund,POINT (-71.139 42.379),42.37900,-71.13900,West Cambridge
Manet,Poodle,POINT (-71.124 42.379),42.37900,-71.12400,Neighborhood Nine
Cali,Goldendoodle,POINT (-71.1284 42.3864),42.38640,-71.12840,Neighborhood Nine
Winnie,Cairn Terrier,POINT (-71.138 42.3824),42.38240,-71.13800,West Cambridge
Theodore,Beagle,POINT (-71.112 42.3743),42.37430,-71.11200,Mid-Cambridge
Millie,Mixed Breed,POINT (-71.1087 42.377),42.37700,-71.10870,Mid-Cambridge
Braeley,Belgian Tervuren,POINT (-71.146 42.3775),42.37750,-71.14600,West Cambridge
SASHA,Labrador Retriever Mix,POINT (-71.1522 42.3764),42.37640,-71.15220,Strawberry Hill
BELA,VIZSLA,POINT (-71.1197 42.3841),42.38410,-71.11970,Neighborhood Nine
Yuki,Mixed Breed,POINT (-71.1123 42.3589),42.35890,-71.11230,Cambridgeport
Geyser,English Cocker Spaniel,POINT (-71.1386 42.3821),42.38210,-71.13860,West Cambridge
Kaalu,Poodle,POINT (-71.1089 42.3663),42.36630,-71.10890,Riverside
Albus Dumbledoodle,Goldendoodle,POINT (-71.0844 42.3702),42.37020,-71.08440,East Cambridge
Scout,German Shepherd Dog,POINT (-71.1031 42.361),42.36100,-71.10310,Cambridgeport
Valkyrie,Nova Scotia Duck Tolling Retriever,POINT (-71.1136 42.3746),42.37460,-71.11360,Mid-Cambridge
Phoebe,Labradoodle,POINT (-71.1325 42.3748),42.37480,-71.13250,West Cambridge
Griffey Maslan,Labradoodle,POINT (-71.1286 42.3888),42.38880,-71.12860,Neighborhood Nine
Sable,Mixed Breed,POINT (-71.1295 42.3989),42.39890,-71.12950,North Cambridge
Mila,Mixed Breed,POINT (-71.1055 42.3633),42.36330,-71.10550,Cambridgeport
Niko,Mixed Breed,POINT (-71.1263 42.3803),42.38030,-71.12630,West Cambridge
Violet,Pug,POINT (-71.1245 42.3918),42.39180,-71.12450,North Cambridge
Toby,Soft Coated Wheaten Terrier,POINT (-71.134 42.3958),42.39580,-71.13400,North Cambridge
Molly,Mixed Breed,POINT (-71.1503 42.378),42.37800,-71.15030,Strawberry Hill
Simba,yorkshire terrier,POINT (-71.1303 42.3888),42.38880,-71.13030,Neighborhood Nine
Emmy,Mixed Breed,POINT (-71.0999 42.3652),42.36520,-71.09990,The Port
Thor,Lab  Mix,POINT (-71.1228 42.378),42.37800,-71.12280,Neighborhood Nine
Tillie,Australian Shepherd,POINT (-71.085 42.3726),42.37260,-71.08500,East Cambridge
Gili,Dachshund,POINT (-71.1211 42.382),42.38200,-71.12110,Neighborhood Nine
Keyser,Siberian Husky,POINT (-71.0805 42.3691),42.36910,-71.08050,East Cambridge
Grace,Mixed Breed,POINT (-71.1148 42.3811),42.38110,-71.11480,Baldwin
Jessie,Labrador Retriever,POINT (-71.1323 42.3774),42.37740,-71.13230,West Cambridge
Rudy,Mixed Breed,POINT (-71.1094 42.3793),42.37930,-71.10940,Baldwin
Shiloh,Mastiff,POINT (-71.122 42.3805),42.38050,-71.12200,Neighborhood Nine
Luna Culpepper,Mixed Breed,POINT (-71.1422 42.3794),42.37940,-71.14220,West Cambridge
Opal,Mix,POINT (-71.1179 42.3732),42.37320,-71.11790,Riverside
Piper,Australian Cattle Dog,POINT (-71.141 42.3804),42.38040,-71.14100,West Cambridge
Doctor Dale,Airedale Terrier,POINT (-71.108 42.3573),42.35730,-71.10800,Cambridgeport
Luna,Mix,POINT (-71.0758 42.3693),42.36930,-71.07580,East Cambridge
Charlie,Mixed Breed,POINT (-71.0995 42.3654),42.36540,-71.09950,The Port
Koko,Mixed Breed,POINT (-71.1387 42.3847),42.38470,-71.13870,West Cambridge
Chloe,Mixed Breed,POINT (-71.087 42.3651),42.36510,-71.08700,Area 2/MIT
Ella,Labrador Retriever,POINT (-71.1226 42.3899),42.38990,-71.12260,North Cambridge
Pepper,Mixed Breed,POINT (-71.1119 42.3675),42.36750,-71.11190,Riverside
Marley,Poodle,POINT (-71.1077 42.3742),42.37420,-71.10770,Mid-Cambridge
Marlowe,Mixed Breed,POINT (-71.0949 42.3727),42.37270,-71.09490,Wellington-Harrington
HUMPHREY,Cockerpoo,POINT (-71.0971 42.3705),42.37050,-71.09710,The Port
Doug,Mixed Breed,POINT (-71.146 42.3946),42.39460,-71.14600,North Cambridge
Mango,Mixed Breed,POINT (-71.1053 42.3716),42.37160,-71.10530,Mid-Cambridge
Grux Mercer,Shih tzu - Pomeranian,POINT (-71.1249 42.3909),42.39090,-71.12490,North Cambridge
Zoey,Yorkshire Terrier,POINT (-71.1083 42.3588),42.35880,-71.10830,Cambridgeport
Lola,Toy Poodle,POINT (-71.0762 42.3717),42.37170,-71.07620,East Cambridge
Korra,Mixed Breed,POINT (-71.0805 42.3696),42.36960,-71.08050,East Cambridge
Thor,Labrador Retriever,POINT (-71.1279 42.3755),42.37550,-71.12790,West Cambridge
Moby,Mixed Breed,POINT (-71.1277 42.3867),42.38670,-71.12770,Neighborhood Nine
PIPPA,Border Collie X,POINT (-71.1133 42.368),42.36800,-71.11330,Riverside
Piper,Goldendoodle,POINT (-71.1089 42.3776),42.37760,-71.10890,Baldwin
Oatmeal,Golden Retriever,POINT (-71.1312 42.3851),42.38510,-71.13120,Neighborhood Nine
Cooper,LABRADOR RETREIVER,POINT (-71.1284 42.387),42.38700,-71.12840,Neighborhood Nine
Charlie,Mixed Breed,POINT (-71.1512 42.3776),42.37760,-71.15120,Strawberry Hill
Oakley,Mixed Breed,POINT (-71.1086 42.361),42.36100,-71.10860,Cambridgeport
Otto,Mixed Breed,POINT (-71.126 42.3869),42.38690,-71.12600,Neighborhood Nine
Bison,Cavalier King Charles Spaniel,POINT (-71.1058 42.3589),42.35890,-71.10580,Cambridgeport
Jax,German Shepard / Lab,POINT (-71.1283 42.3909),42.39090,-71.12830,North Cambridge
Charlie,Golden Retriever,POINT (-71.131 42.3875),42.38750,-71.13100,Neighborhood Nine
Okra,Mixed Breed,POINT (-71.1019 42.3695),42.36950,-71.10190,Mid-Cambridge
Erin,Mixed Breed,POINT (-71.1273 42.3888),42.38880,-71.12730,Neighborhood Nine
Gigi,American Pit Bull Terrier,POINT (-71.1459 42.3908),42.39080,-71.14590,Cambridge Highlands
Yogi,HAVANESE,POINT (-71.1418 42.3765),42.37650,-71.14180,West Cambridge
Charlie,Cocker Spaniel,POINT (-71.1062 42.3564),42.35640,-71.10620,Cambridgeport
Mina,Mixed Breed,POINT (-71.1364 42.3874),42.38740,-71.13640,Neighborhood Nine
Zorro,Cocker Spaniel,POINT (-71.1346 42.3979),42.39790,-71.13460,North Cambridge
BELLA,Mixed Breed,POINT (-71.1301 42.3777),42.37770,-71.13010,West Cambridge
Toby,Golden Doodle,POINT (-71.0952 42.3652),42.36520,-71.09520,The Port
Danny,Goldendoodle,POINT (-71.1348 42.3741),42.37410,-71.13480,West Cambridge
Willa,Mixed Breed,POINT (-71.1034 42.3653),42.36530,-71.10340,Cambridgeport
Hunter,Labrador Retriever,POINT (-71.085 42.3727),42.37270,-71.08500,East Cambridge
Emmit,POODLE,POINT (-71.1505 42.378),42.37800,-71.15050,Strawberry Hill
Izzy (Isabella),Yorkie,POINT (-71.1087 42.3667),42.36670,-71.10870,Riverside
Willow,Samoyed,POINT (-71.1093 42.3692),42.36920,-71.10930,Mid-Cambridge
Pippi,Mixed Breed,POINT (-71.0988 42.3675),42.36750,-71.09880,The Port
Buttercup,Labrador Retriever,POINT (-71.1095 42.3651),42.36510,-71.10950,Riverside
Tuckerman,Golden Retriever,POINT (-71.1335 42.3812),42.38120,-71.13350,West Cambridge
Bernadette,Border Collie,POINT (-71.1329 42.376),42.37600,-71.13290,West Cambridge
Harley,Labrador Retriever,POINT (-71.1416 42.39),42.39000,-71.14160,Neighborhood Nine
roy,Mixed Breed,POINT (-71.1364 42.3968),42.39680,-71.13640,North Cambridge
Casca,Beagle,POINT (-71.1196 42.3865),42.38650,-71.11960,Baldwin
Otis,Mixed Breed,POINT (-71.0939 42.3677),42.36770,-71.09390,The Port
Javier,Mixed Breed,POINT (-71.1156 42.3652),42.36520,-71.11560,Riverside
Holland Scheideler,Mixed Breed,POINT (-71.1218 42.3801),42.38010,-71.12180,Neighborhood Nine
Piper,Mixed Breed,POINT (-71.125 42.3845),42.38450,-71.12500,Neighborhood Nine
CASEY,Labrador Retriever Mix,POINT (-71.1031 42.3753),42.37530,-71.10310,Mid-Cambridge
KATO,Cavalier King Charles Spaniel,POINT (-71.1407 42.3786),42.37860,-71.14070,West Cambridge
Cubby,Boston Terrier,POINT (-71.0933 42.3697),42.36970,-71.09330,Wellington-Harrington
Cooper,Golden Retriever,POINT (-71.1087 42.3722),42.37220,-71.10870,Mid-Cambridge
Millie,Mixed Breed,POINT (-71.082 42.374),42.37400,-71.08200,East Cambridge
Atlas LeSoltis,Goldendoodle,POINT (-71.1339 42.3973),42.39730,-71.13390,North Cambridge
Yuzu,Mixed Breed,POINT (-71.0824 42.3704),42.37040,-71.08240,East Cambridge
Buster,Chihuahua,POINT (-71.0982 42.3695),42.36950,-71.09820,The Port
Susy,Mixed Breed,POINT (-71.129 42.3851),42.38510,-71.12900,Neighborhood Nine
BAXTER,Siberian  Husky,POINT (-71.1086 42.3546),42.35460,-71.10860,Cambridgeport
Yaman,German Shepherd Dog,POINT (-71.138 42.3811),42.38110,-71.13800,West Cambridge
Theo,Mixed Breed,POINT (-71.1227 42.3849),42.38490,-71.12270,Neighborhood Nine
Ziva,Border Collie,POINT (-71.1457 42.3813),42.38130,-71.14570,West Cambridge
Hero,Mixed Breed,POINT (-71.1096 42.3651),42.36510,-71.10960,Riverside
MAX,Maltipoo,POINT (-71.1024 42.3731),42.37310,-71.10240,Mid-Cambridge
Fermi,Shiba Inu,POINT (-71.1445 42.3916),42.39160,-71.14450,North Cambridge
Little Pixie,Chihuahua,POINT (-71.13 42.3871),42.38710,-71.13000,Neighborhood Nine
Tara,Lab  Mix,POINT (-71.136 42.3962),42.39620,-71.13600,North Cambridge
Luna,Mixed Breed,POINT (-71.1065 42.3751),42.37510,-71.10650,Mid-Cambridge
Jules,Labrador Retriever,POINT (-71.112 42.3582),42.35820,-71.11200,Cambridgeport
JACKO,Basenji X,POINT (-71.1093 42.3601),42.36010,-71.10930,Cambridgeport
Lady,Goldendoodle,POINT (-71.0903 42.3691),42.36910,-71.09030,Wellington-Harrington
apollo,American Pit Bull Terrier,POINT (-71.1321 42.3915),42.39150,-71.13210,Neighborhood Nine
Luke,Goldendoodle,POINT (-71.1455 42.3738),42.37380,-71.14550,West Cambridge
Skylar,Golden Retriever,POINT (-71.1065 42.3735),42.37350,-71.10650,Mid-Cambridge
Hazel,Bernedoodle,POINT (-71.112 42.3591),42.35910,-71.11200,Cambridgeport
Callie,Lab  Mix,POINT (-71.0887 42.3719),42.37190,-71.08870,East Cambridge
Dante,Chesapeake Bay Retriever,POINT (-71.0832 42.373),42.37300,-71.08320,East Cambridge
Keno,Standard poodle,POINT (-71.1409 42.3975),42.39750,-71.14090,North Cambridge
Leo,Terrier Mix,POINT (-71.1272 42.379),42.37900,-71.12720,West Cambridge
CHLOE,Yorksire Terrier,POINT (-71.1454 42.3768),42.37680,-71.14540,West Cambridge
Oberon,Australian Cattle Dog,POINT (-71.1114 42.3553),42.35530,-71.11140,Cambridgeport
Magnolia,Mixed Breed,POINT (-71.0814 42.3649),42.36490,-71.08140,East Cambridge
Rosie,Goldendoodle,POINT (-71.1134 42.3721),42.37210,-71.11340,Mid-Cambridge
LOUIE,Beagle X,POINT (-71.1193 42.3839),42.38390,-71.11930,Baldwin
Riley,Mixed Breed,POINT (-71.1363 42.3776),42.37760,-71.13630,West Cambridge
Olive,Mixed Breed,POINT (-71.1325 42.3977),42.39770,-71.13250,North Cambridge
Kai,Golden Retriever,POINT (-71.1062 42.3585),42.35850,-71.10620,Cambridgeport
ECCO,Labradoddle,POINT (-71.136 42.3808),42.38080,-71.13600,West Cambridge
Ana,Mixed Breed,POINT (-71.1035 42.3636),42.36360,-71.10350,Cambridgeport
Brutus,Labrador Retriever Mix,POINT (-71.1113 42.3593),42.35930,-71.11130,Cambridgeport
Walden,Mixed Breed,POINT (-71.1101 42.3568),42.35680,-71.11010,Cambridgeport
Maeve,Terrier Mix,POINT (-71.1342 42.3955),42.39550,-71.13420,North Cambridge
Woody,Pembroke Welsh Corgi,POINT (-71.1283 42.3865),42.38650,-71.12830,Neighborhood Nine
Zuko,Welsh Terrier,POINT (-71.1327 42.4002),42.40020,-71.13270,North Cambridge
Twyla,Korean Jindo Dog,POINT (-71.1237 42.3937),42.39370,-71.12370,North Cambridge
ED,Mixed Breed,POINT (-71.1367 42.3837),42.38370,-71.13670,West Cambridge
Charlie,Hound  Mix,POINT (-71.0991 42.3696),42.36960,-71.09910,The Port
KUMA,Mixed Breed,POINT (-71.106 42.3678),42.36780,-71.10600,Riverside
PEPE,Maltipoo,POINT (-71.0924 42.3631),42.36310,-71.09240,The Port
Tank,Mixed Breed,POINT (-71.1501 42.3757),42.37570,-71.15010,Strawberry Hill
Lulu Haltom,Beagle,POINT (-71.1374 42.3788),42.37880,-71.13740,West Cambridge
Teddy,Labradoodle,POINT (-71.1065 42.3714),42.37140,-71.10650,Mid-Cambridge
Gordie,Mixed breed,POINT (-71.1073 42.3709),42.37090,-71.10730,Mid-Cambridge
Lincoln,Mixed Breed,POINT (-71.1055 42.3581),42.35810,-71.10550,Cambridgeport
Winston Sullivan,Labrador Retriever,POINT (-71.1279 42.3868),42.38680,-71.12790,Neighborhood Nine
Kevin,Golden Retriever,POINT (-71.146 42.3945),42.39450,-71.14600,North Cambridge
Tallulah,Goldendoodle,POINT (-71.1084 42.3643),42.36430,-71.10840,Cambridgeport
Rosie Haber Paxton Thomson,Mixed Breed,POINT (-71.1372 42.3851),42.38510,-71.13720,West Cambridge
Roxie,Mixed Breed,POINT (-71.1208 42.3833),42.38330,-71.12080,Neighborhood Nine
Kiera,Labrador Retriever,POINT (-71.0985 42.3742),42.37420,-71.09850,Wellington-Harrington
Clara,Mixed Breed,POINT (-71.1338 42.4023),42.40230,-71.13380,North Cambridge
Janus,Papillon,POINT (-71.1073 42.3697),42.36970,-71.10730,Riverside
BENJI,Schnauzer Mix,POINT (-71.1319 42.3957),42.39570,-71.13190,North Cambridge
Percival,Schnauzer  Minature,POINT (-71.1054 42.359),42.35900,-71.10540,Cambridgeport
Rosie,Goldendoodle,POINT (-71.0829 42.3714),42.37140,-71.08290,East Cambridge
Nalah,Cane Corso,POINT (-71.1312 42.3943),42.39430,-71.13120,North Cambridge
Zelda,Jack Russell Terrier,POINT (-71.1432 42.378),42.37800,-71.14320,West Cambridge
Roku,Scottish Terrier,POINT (-71.1171 42.3845),42.38450,-71.11710,Baldwin
Sadie,Goldendoodle,POINT (-71.1233 42.3773),42.37730,-71.12330,Neighborhood Nine
Bazel Anderson,Keeshond,POINT (-71.1243 42.3784),42.37840,-71.12430,Neighborhood Nine
Ivy,Australian Shepherd,POINT (-71.1264 42.3809),42.38090,-71.12640,West Cambridge
Scout,Lagotto Romagnolo,POINT (-71.1376 42.3774),42.37740,-71.13760,West Cambridge
Mazy,Bulldog,POINT (-71.1067 42.3544),42.35440,-71.10670,Cambridgeport
Astro,Standard Schnauzer,POINT (-71.1075 42.3724),42.37240,-71.10750,Mid-Cambridge
Paisley,Rhod Ridgeback,POINT (-71.1128 42.3641),42.36410,-71.11280,Cambridgeport
Bella,Boston Terrier,POINT (-71.0728 42.3685),42.36850,-71.07280,East Cambridge
Bo,Cairn Terrier,POINT (-71.1112 42.3743),42.37430,-71.11120,Mid-Cambridge
Moriah,Golden Retriever,POINT (-71.0953 42.3713),42.37130,-71.09530,Wellington-Harrington
Vela,Kooikerhondje,POINT (-71.0853 42.37),42.37000,-71.08530,East Cambridge
GRACIE,Maltipoo,POINT (-71.0956 42.3706),42.37060,-71.09560,The Port
Phoebe,Mixed Breed,POINT (-71.087 42.3725),42.37250,-71.08700,East Cambridge
Kate,West Highland White Terrier,POINT (-71.0811 42.365),42.36500,-71.08110,East Cambridge
MEL,Maltipoo,POINT (-71.1588 42.3922),42.39220,-71.15880,Cambridge Highlands
Sherlock,Mixed Breed,POINT (-71.0989 42.3648),42.36480,-71.09890,The Port
Friday,Mixed Breed,POINT (-71.134 42.394),42.39400,-71.13400,North Cambridge
Bugs,Toy Poodle,POINT (-71.099 42.363),42.36300,-71.09900,The Port
Teddy,Golden Retriever,POINT (-71.1129 42.3674),42.36740,-71.11290,Riverside
Alfie,Golden Retriever,POINT (-71.0862 42.3748),42.37480,-71.08620,East Cambridge
Ellie,Nova Scotia Duck Tolling Retriever,POINT (-71.0801 42.3654),42.36540,-71.08010,East Cambridge
Beibei,Silky Terrier,POINT (-71.1455 42.3953),42.39530,-71.14550,North Cambridge
Lilly,Maltese,POINT (-71.0708 42.3721),42.37210,-71.07080,East Cambridge
Bonnie,Mixed Breed,POINT (-71.098 42.3748),42.37480,-71.09800,Wellington-Harrington
Scout,HAVANESE,POINT (-71.1389 42.3743),42.37430,-71.13890,West Cambridge
Yoda,Chihuahua,POINT (-71.1541 42.3765),42.37650,-71.15410,Strawberry Hill
Wyatt,Goldendoodlw,POINT (-71.1406 42.3953),42.39530,-71.14060,North Cambridge
Yeti Poleo,Mixed Breed,POINT (-71.0809 42.3673),42.36730,-71.08090,East Cambridge
Charlie,Mixed Breed,POINT (-71.1117 42.3702),42.37020,-71.11170,Mid-Cambridge
Jack,LABRADOODLE,POINT (-71.1418 42.3774),42.37740,-71.14180,West Cambridge
Bumi,Mixed Breed,POINT (-71.1096 42.3572),42.35720,-71.10960,Cambridgeport
Joey,Greyhound,POINT (-71.0974 42.3693),42.36930,-71.09740,The Port
Amelia,Mixed Breed,POINT (-71.1538 42.3792),42.37920,-71.15380,Strawberry Hill
ELSA,Yorksire Terrier,POINT (-71.1188 42.3922),42.39220,-71.11880,North Cambridge
Nora Zepeda,Mixed Breed,POINT (-71.1212 42.3803),42.38030,-71.12120,Neighborhood Nine
LEONARD,Bichon Frise,POINT (-71.1332 42.4007),42.40070,-71.13320,North Cambridge
Tucker,Siberian  Husky,POINT (-71.1362 42.3826),42.38260,-71.13620,West Cambridge
Poppy,Boxer / Lab,POINT (-71.1371 42.3951),42.39510,-71.13710,North Cambridge
Cairo Buckland,German Shepherd Dog,POINT (-71.1231 42.391),42.39100,-71.12310,North Cambridge
Hank,Golden Retriever,POINT (-71.1211 42.3833),42.38330,-71.12110,Neighborhood Nine
Mika,Mixed Breed,POINT (-71.0968 42.3669),42.36690,-71.09680,The Port
Charlie,Mixed Breed,POINT (-71.0824 42.362),42.36200,-71.08240,East Cambridge
Fabio,Basset Hound,POINT (-71.0971 42.3686),42.36860,-71.09710,The Port
Aari,Mixed Breed,POINT (-71.1285 42.3919),42.39190,-71.12850,North Cambridge
OREO BBTX,German Shorthaired Pointer,POINT (-71.1138 42.3658),42.36580,-71.11380,Riverside
Theo,Mixed Breed,POINT (-71.091 42.3669),42.36690,-71.09100,Wellington-Harrington
Ziggy Stardust Gage,Goldendoodle,POINT (-71.104 42.3741),42.37410,-71.10400,Mid-Cambridge
Finnegan,Mixed Breed,POINT (-71.1221 42.3795),42.37950,-71.12210,Neighborhood Nine
Bailey,Poodle,POINT (-71.122 42.3805),42.38050,-71.12200,Neighborhood Nine
Bingley,Labrador Retriever,POINT (-71.1283 42.3859),42.38590,-71.12830,Neighborhood Nine
Ziggy,German Shepherd Dog,POINT (-71.0841 42.3681),42.36810,-71.08410,East Cambridge
JILL,Border Collie Mix,POINT (-71.137 42.3963),42.39630,-71.13700,North Cambridge
Banjo,Cockapoo,POINT (-71.1078 42.3705),42.37050,-71.10780,Mid-Cambridge
Leo,Dachshund,POINT (-71.0979 42.3688),42.36880,-71.09790,The Port
G.G. (aka Good Girl),Labrador Retriever,POINT (-71.1273 42.3763),42.37630,-71.12730,West Cambridge
Goose,Mixed Breed,POINT (-71.1194 42.3799),42.37990,-71.11940,Neighborhood Nine
TOBIAS,MINIATURE  POODLE,POINT (-71.1262 42.3875),42.38750,-71.12620,Neighborhood Nine
Everlasting Love,Labrador Retriever,POINT (-71.134 42.3822),42.38220,-71.13400,West Cambridge
Topaz Thorner,German Shepherd Dog,POINT (-71.1235 42.3894),42.38940,-71.12350,North Cambridge
Fiona,Boxer,POINT (-71.137 42.3951),42.39510,-71.13700,North Cambridge
Emma,Mixed Breed,POINT (-71.1 42.3708),42.37080,-71.10000,The Port
Buzzer,Goldendoodle,POINT (-71.1094 42.3601),42.36010,-71.10940,Cambridgeport
Gracie,Scottish Terrier,POINT (-71.1397 42.3726),42.37260,-71.13970,West Cambridge
Jacob,HAVANESE,POINT (-71.1305 42.3922),42.39220,-71.13050,North Cambridge
Chilton,Mixed Breed,POINT (-71.1383 42.388),42.38800,-71.13830,Neighborhood Nine
"Wellfleet",Labrador Retriever,POINT (-71.1491 42.3773),42.37730,-71.14910,Strawberry Hill
Atty,Greyhound,POINT (-71.1413 42.3816),42.38160,-71.14130,West Cambridge
Tifa,Australian Shepherd,POINT (-71.1258 42.3812),42.38120,-71.12580,Neighborhood Nine
Cosimo,Weimaraner,POINT (-71.1023 42.3619),42.36190,-71.10230,Cambridgeport
Luna,LABRADOODLE,POINT (-71.1054 42.3686),42.36860,-71.10540,Mid-Cambridge
Wolfie,Australian Shepherd,POINT (-71.1194 42.3803),42.38030,-71.11940,Neighborhood Nine
Cora,Mixed Breed,POINT (-71.1277 42.3915),42.39150,-71.12770,Neighborhood Nine
Cinnamon,Mixed Breed,POINT (-71.0853 42.3683),42.36830,-71.08530,East Cambridge
D,Maltipoo,POINT (-71.1487 42.3802),42.38020,-71.14870,Strawberry Hill
Banjo,Mixed Breed,POINT (-71.1072 42.3729),42.37290,-71.10720,Mid-Cambridge
mcghee,Golden Retriever,POINT (-71.1299 42.3773),42.37730,-71.12990,West Cambridge
JAKE,LABRADOR RETREIVER,POINT (-71.127 42.3785),42.37850,-71.12700,West Cambridge
Toulouse,Dachshund,POINT (-71.133 42.3985),42.39850,-71.13300,North Cambridge
Billy,Mixed Breed,POINT (-71.1179 42.3783),42.37830,-71.11790,Baldwin
Winston,Mixed Breed,POINT (-71.1318 42.3998),42.39980,-71.13180,North Cambridge
Roscoe,Jack Russell Terrier,POINT (-71.0947 42.3693),42.36930,-71.09470,The Port
Noodle,Mixed Breed,POINT (-71.1124 42.3689),42.36890,-71.11240,Riverside
Lexie,Mixed Breed,POINT (-71.1007 42.3579),42.35790,-71.10070,Cambridgeport
Leon,Newfoundland,POINT (-71.1349 42.3863),42.38630,-71.13490,West Cambridge
Indiana,Mixed Breed,POINT (-71.0992 42.3709),42.37090,-71.09920,Wellington-Harrington
Squirt,Mixed Breed,POINT (-71.1274 42.3855),42.38550,-71.12740,Neighborhood Nine
Puck,Chihuahua,POINT (-71.1293 42.3842),42.38420,-71.12930,Neighborhood Nine
Maxie,Mixed Breed,POINT (-71.1225 42.3935),42.39350,-71.12250,North Cambridge
